Index,N.Repetition,N.Processes,N.Threads,N.Characters,Time to read text,Time to get CharFreq,Time to receive and merge CharFreq,Time to sort CharFreq,Time to create encoding dictionary,Time to send encoding dictionary,Time to encode text,Time to receive encoded text,Time to write header to file,Time to write tree to file,Time to write encoded text to file,Time to write dimensions array to file,
33,3,2,5,271604,0.003915786743,0.004395961761,0.001040220261,0.0001471042633,0.0001842975616,6.675720215e-05,0.05236101151,0.00151181221,0.005712270737,0.00587439537,0.008608341217,0.00582909584,
34,4,2,5,271604,0.004522800446,0.004740476608,0.0003066062927,0.0001616477966,0.0001969337463,6.365776062e-05,0.05241417885,0.00235247612,0.006436109543,0.004981517792,0.009056568146,0.005749702454,
35,5,2,5,271604,0.004576206207,0.004495620728,0.001514911652,0.0001668930054,0.0001866817474,6.484985352e-05,0.05283617973,0.0008487701416,0.005978345871,0.00502538681,0.008054733276,0.004951238632,
36,6,2,5,271604,0.004107236862,0.004475593567,0.001472949982,0.0001838207245,0.0001881122589,5.93662262e-05,0.05237054825,0.001376628876,0.009512424469,0.004949569702,0.008871555328,0.005060911179,
37,7,2,5,271604,0.003685951233,0.003931760788,0.002602815628,0.0001630783081,0.0001919269562,6.38961792e-05,0.05230617523,0.001536369324,0.006689786911,0.0056245327,0.009563684464,0.004733562469,
38,8,2,5,271604,0.004501104355,0.004672288895,0.07760167122,0.0002989768982,0.0001821517944,6.008148193e-05,0.05228757858,0.001526594162,0.007815361023,0.004967689514,0.008592605591,0.005171537399,
39,9,2,5,271604,0.004452228546,0.004474639893,0.1190052032,0.0003261566162,0.0002000331879,6.103515625e-05,0.05237627029,0.001270294189,0.006599903107,0.004881858826,0.00824546814,0.006065368652,
40,10,2,5,271604,0.006022691727,0.004393577576,0.04800319672,0.000324010849,0.0001976490021,6.008148193e-05,0.05246329308,0.001223087311,0.00669670105,0.004864215851,0.00856089592,0.004795789719,
41,1,2,6,271604,0.004742860794,0.004703760147,0.07277679443,0.000340461731,0.0001854896545,6.222724915e-05,0.05257201195,0.001703262329,0.005982398987,0.004683732986,0.008912324905,0.004950523376,
42,2,2,6,271604,0.003866672516,0.004296541214,0.009962797165,0.0002071857452,0.0001883506775,6.580352783e-05,0.05315756798,0.0009443759918,0.006817579269,0.004919528961,0.008502483368,0.004862546921,
43,3,2,6,271604,0.004268407822,0.00423169136,0.1050021648,0.0003294944763,0.0002086162567,6.103515625e-05,0.05275177956,0.001085519791,0.005950450897,0.004718542099,0.007770299911,0.00525021553,
44,4,2,6,271604,0.004096508026,0.003981113434,0.002320766449,0.0002181529999,0.0001904964447,6.341934204e-05,0.05324006081,0.001582622528,0.005969524384,0.005596399307,0.007966995239,0.004730224609,
45,5,2,6,271604,0.004931688309,0.003779411316,0.002665042877,0.0002174377441,0.0001876354218,6.461143494e-05,0.0528383255,0.000923871994,0.006983041763,0.004800796509,0.009057044983,0.005054235458,
46,6,2,6,271604,0.004585504532,0.004569292068,0.0002439022064,0.0002045631409,0.000185251236,6.151199341e-05,0.05274152756,0.001136779785,0.009632825851,0.00516462326,0.008472442627,0.004989147186,
47,7,2,6,271604,0.00389456749,0.004467010498,0.0002613067627,0.0001969337463,0.0001893043518,6.794929504e-05,0.05334115028,0.0008680820465,0.006239652634,0.004545688629,0.008043289185,0.0051176548,
48,8,2,6,271604,0.004602909088,0.004426240921,0.0008842945099,0.0001983642578,0.0002100467682,6.508827209e-05,0.0528781414,0.0009231567383,0.006016254425,0.004867076874,0.008917331696,0.006080627441,
49,9,2,6,271604,0.00425195694,0.003705978394,0.001995801926,0.0002157688141,0.0001838207245,6.175041199e-05,0.05270171165,0.00115609169,0.006095409393,0.004511117935,0.008052825928,0.004730463028,
50,10,2,6,271604,0.003687858582,0.004171609879,0.002435445786,0.0002014636993,0.0001876354218,6.031990051e-05,0.05302262306,0.001061677933,0.005942344666,0.004579782486,0.008560419083,0.005303859711,
51,1,2,7,271604,0.004336357117,0.004128932953,0.001664161682,0.000230550766,0.0001928806305,5.793571472e-05,0.05323553085,0.0009379386902,0.00684762001,0.004609584808,0.008194208145,0.004474401474,
52,2,2,7,271604,0.00482916832,0.003979921341,0.03988337517,0.0003442764282,0.0002217292786,5.81741333e-05,0.05257320404,0.00132894516,0.005976915359,0.004783630371,0.00877904892,0.004988908768,
53,3,2,7,271604,0.004411697388,0.00431227684,0.00103521347,0.0002229213715,0.0001864433289,6.151199341e-05,0.05244016647,0.00185084343,0.006281375885,0.005544662476,0.008186578751,0.005073308945,
54,4,2,7,271604,0.003681182861,0.004046440125,0.002500534058,0.0002253055573,0.0001935958862,6.246566772e-05,0.05308127403,0.0009620189667,0.005645990372,0.005398750305,0.007860660553,0.005651712418,
55,5,2,7,271604,0.005084514618,0.004516363144,0.04198694229,0.0003302097321,0.0001854896545,5.984306335e-05,0.05251598358,0.001051664352,0.005762815475,0.004755973816,0.008174419403,0.005301237106,
56,6,2,7,271604,0.004340410233,0.003686189651,0.001806974411,0.0002353191376,0.0001928806305,6.055831909e-05,0.05298280716,0.001071929932,0.00662946701,0.004769563675,0.008212327957,0.004995822906,
57,7,2,7,271604,0.004365205765,0.003842353821,0.003593683243,0.0002226829529,0.0001928806305,5.912780762e-05,0.05295848846,0.003890991211,0.006277561188,0.004692316055,0.008458852768,0.004749774933,
58,8,2,7,271604,0.005063056946,0.004989385605,0.0002789497375,0.000232219696,0.0001902580261,5.745887756e-05,0.05236625671,0.001726865768,0.006137132645,0.004949808121,0.008746862411,0.005011796951,
59,9,2,7,271604,0.004500150681,0.004528522491,0.1404559612,0.0003318786621,0.0001962184906,6.365776062e-05,0.05239439011,0.001828193665,0.006502151489,0.004921674728,0.008023023605,0.004944324493,
60,10,2,7,271604,0.004284620285,0.00453877449,0.06700944901,0.0003542900085,0.0001921653748,5.722045898e-05,0.05285620689,0.001513957977,0.006069898605,0.004637479782,0.008001804352,0.004594087601,
61,1,2,8,271604,0.004487037659,0.003876686096,0.05552148819,0.0003399848938,0.0001831054688,6.055831909e-05,0.05262613297,0.001002788544,0.006342172623,0.005275964737,0.008946418762,0.005799531937,
62,2,2,8,271604,0.004225969315,0.004289865494,0.09428977966,0.0003135204315,0.000185251236,5.769729614e-05,0.05228543282,0.001707315445,0.008058786392,0.00505399704,0.008521318436,0.004808187485,
63,3,2,8,271604,0.003784656525,0.003810882568,0.002818346024,0.000168800354,0.0001893043518,6.103515625e-05,0.05386757851,0.0009024143219,0.007932662964,0.004884243011,0.008090257645,0.005529880524,
64,4,2,8,271604,0.004155874252,0.005013465881,0.0006501674652,0.0001780986786,0.0001935958862,5.650520325e-05,0.05256724358,0.002027750015,0.006564617157,0.004736661911,0.00923037529,0.006729602814,
65,5,2,8,271604,0.003640651703,0.003854751587,0.002098560333,0.0001950263977,0.0001971721649,5.960464478e-05,0.05320000648,0.001400947571,0.00653553009,0.004919052124,0.009025812149,0.008068084717,
66,6,2,8,271604,0.004381895065,0.003544330597,0.002869129181,0.0001888275146,0.0001828670502,5.555152893e-05,0.05240106583,0.001449108124,0.00644159317,0.004637002945,0.00873541832,0.00727391243,
67,7,2,8,271604,0.003656625748,0.003618717194,0.003392696381,0.0001833438873,0.0002007484436,5.960464478e-05,0.05290675163,0.001565217972,0.007590293884,0.005204439163,0.008066654205,0.004497289658,
68,8,2,8,271604,0.004338026047,0.004690647125,0.03216362,0.0003485679626,0.0001838207245,5.912780762e-05,0.05228352547,0.001477956772,0.009664535522,0.005197048187,0.008547782898,0.005237579346,
69,9,2,8,271604,0.004132509232,0.00412273407,0.001774549484,0.0001771450043,0.0001940727234,5.984306335e-05,0.05318331718,0.001080513,0.006797075272,0.004748821259,0.008055925369,0.005512475967,
70,10,2,8,271604,0.004775762558,0.004613637924,0.001911878586,0.0001826286316,0.0001957416534,5.93662262e-05,0.05315327644,0.0009648799896,0.006577730179,0.004766702652,0.009086370468,0.005409479141,
71,1,2,9,271604,0.003776073456,0.004422903061,0.001643419266,0.0001831054688,0.0001888275146,6.318092346e-05,0.05353403091,0.0009355545044,0.006319761276,0.004432678223,0.00768494606,0.004759788513,
72,2,2,9,271604,0.004456758499,0.004373073578,0.003766059875,0.0002326965332,0.0001821517944,6.031990051e-05,0.0523121357,0.001706123352,0.005864143372,0.004654884338,0.008163928986,0.005392074585,
73,3,2,9,271604,0.004868745804,0.004332780838,0.0209004879,0.0003452301025,0.0002009868622,6.747245789e-05,0.05342531204,0.0009677410126,0.005725383759,0.004526138306,0.007846832275,0.004659414291,
74,4,2,9,271604,0.004410266876,0.004964113235,0.09939599037,0.0003225803375,0.0001847743988,5.745887756e-05,0.05239796638,0.002010822296,0.007253885269,0.004903554916,0.008709430695,0.005250692368,
75,5,2,9,271604,0.004253387451,0.004570960999,0.05840039253,0.0003237724304,0.0001873970032,6.151199341e-05,0.05303907394,0.00129032135,0.005681276321,0.004795312881,0.008300065994,0.004951238632,
76,6,2,9,271604,0.004439592361,0.005532026291,0.0002284049988,0.0001945495605,0.0001802444458,5.745887756e-05,0.05234241486,0.00177192688,0.005832195282,0.00473690033,0.008322000504,0.005218744278,
77,7,2,9,271604,0.004686355591,0.004538059235,0.1037502289,0.000376701355,0.0001947879791,6.198883057e-05,0.05342102051,0.0008909702301,0.00602388382,0.005001068115,0.008330345154,0.004964828491,
78,8,2,9,271604,0.004744529724,0.004703760147,0.005270719528,0.0002017021179,0.0001895427704,6.198883057e-05,0.05282354355,0.00191950798,0.006990194321,0.005208730698,0.008506298065,0.005697727203,
79,9,2,9,271604,0.003970861435,0.004195451736,0.0026948452,0.0002098083496,0.0001902580261,5.984306335e-05,0.05332183838,0.001176357269,0.006464242935,0.008897542953,0.008909463882,0.004797458649,
80,10,2,9,271604,0.01553201675,0.004146814346,0.004633665085,0.0002009868622,0.0001828670502,6.175041199e-05,0.05321240425,0.001068353653,0.006526708603,0.004941940308,0.008147716522,0.006219148636,
81,1,2,10,271604,0.007313013077,0.005232572556,0.000319480896,0.0001738071442,0.0001950263977,6.723403931e-05,0.05416870117,0.002783060074,0.005904912949,0.004484891891,0.008194923401,0.004940032959,
82,2,2,10,271604,0.003765583038,0.005209922791,0.005216121674,0.0001728534698,0.0001876354218,6.365776062e-05,0.05345821381,0.0009579658508,0.006191015244,0.004785299301,0.00882434845,0.004835128784,
83,3,2,10,271604,0.004522323608,0.005299568176,0.1416876316,0.0003755092621,0.0002036094666,7.057189941e-05,0.05342960358,0.001154184341,0.00616645813,0.004944801331,0.0080742836,0.004791021347,
84,4,2,10,271604,0.004348278046,0.005537986755,0.0002956390381,0.0001826286316,0.0001962184906,6.055831909e-05,0.05325770378,0.001386642456,0.007594585419,0.005076885223,0.008301019669,0.005223035812,
85,5,2,10,271604,0.003902673721,0.004847764969,0.002197742462,0.0001747608185,0.0001919269562,6.27040863e-05,0.05341696739,0.0009560585022,0.005814790726,0.004755020142,0.00825381279,0.004636526108,
86,6,2,10,271604,0.004365205765,0.00536441803,0.00170135498,0.0001890659332,0.0001969337463,6.38961792e-05,0.05381441116,0.0009784698486,0.006088018417,0.004641294479,0.008194208145,0.004585027695,
87,7,2,10,271604,0.005009174347,0.005131244659,0.001114368439,0.0001833438873,0.0001871585846,6.031990051e-05,0.05350422859,0.001081705093,0.006604194641,0.00554060936,0.008230924606,0.008078575134,
88,8,2,10,271604,0.003894329071,0.00574016571,0.0002071857452,0.0001792907715,0.0001842975616,6.031990051e-05,0.05268025398,0.001845121384,0.00630903244,0.0062687397,0.008522510529,0.004824638367,
89,9,2,10,271604,0.004245519638,0.004672527313,0.0002937316895,0.0001695156097,0.0001895427704,6.723403931e-05,0.05331158638,0.002486228943,0.006545782089,0.004738092422,0.008121490479,0.004854917526,
90,10,2,10,271604,0.004091501236,0.005395889282,0.0008652210236,0.0001780986786,0.0001873970032,5.984306335e-05,0.0537302494,0.0009853839874,0.006223201752,0.004671573639,0.007616996765,0.004602909088,
91,1,2,11,271604,0.00430727005,0.004057884216,0.002937078476,0.0001912117004,0.0001816749573,5.793571472e-05,0.05326795578,0.001186847687,0.006865262985,0.004870414734,0.008487939835,0.004836559296,
92,2,2,11,271604,0.004259824753,0.005157470703,0.0009343624115,0.0001773834229,0.0001816749573,6.127357483e-05,0.05231165886,0.002359867096,0.01023173332,0.004745960236,0.008142232895,0.004944324493,
93,3,2,11,271604,0.004038333893,0.004215240479,0.001971244812,0.0001924037933,0.000189781189,6.413459778e-05,0.05362510681,0.0009391307831,0.006222009659,0.004655122757,0.007909059525,0.005018472672,
94,4,2,11,271604,0.00423002243,0.006203651428,0.0002100467682,0.0001752376556,0.000185251236,6.175041199e-05,0.05324363708,0.0009489059448,0.006371021271,0.005024194717,0.01002407074,0.004986047745,
95,5,2,11,271604,0.004183292389,0.004220485687,0.003040075302,0.0002317428589,0.0001878738403,6.38961792e-05,0.05327343941,0.001108407974,0.006193876266,0.005007266998,0.009257316589,0.006272554398,
96,6,2,11,271604,0.003986358643,0.004158496857,0.002659797668,0.0002226829529,0.0001904964447,6.771087646e-05,0.05344414711,0.0009393692017,0.005752086639,0.004985332489,0.008689165115,0.006020545959,
97,7,2,11,271604,0.004304647446,0.00532579422,0.0005264282227,0.0001704692841,0.0001873970032,6.771087646e-05,0.05377483368,0.0009469985962,0.006050348282,0.004878282547,0.00904083252,0.004623413086,
98,8,2,11,271604,0.004695415497,0.004369735718,0.001692295074,0.0001749992371,0.0001881122589,6.937980652e-05,0.0536699295,0.00107717514,0.005977153778,0.004537582397,0.007616996765,0.007824420929,
99,9,2,11,271604,0.003836870193,0.00586605072,0.001329660416,0.0001974105835,0.0001821517944,6.437301636e-05,0.05325865746,0.00105214119,0.008032560349,0.005309343338,0.008355140686,0.005235433578,
100,10,2,11,271604,0.003865480423,0.00395655632,0.002278089523,0.0001933574677,0.0001838207245,6.246566772e-05,0.05233573914,0.002068281174,0.006104946136,0.005476951599,0.008181810379,0.006361246109,
101,1,2,12,271604,0.003834962845,0.003751993179,0.002946615219,0.0002028942108,0.0001962184906,6.27040863e-05,0.05353021622,0.0009582042694,0.006263971329,0.004926681519,0.008346319199,0.004846811295,
102,2,2,12,271604,0.004175186157,0.005294799805,0.002394676208,0.0002021789551,0.000200510025,5.865097046e-05,0.05356740952,0.001092433929,0.006260633469,0.004742383957,0.008615732193,0.005315303802,
103,3,2,12,271604,0.004749774933,0.005129098892,0.0002861022949,0.0002100467682,0.0001904964447,6.127357483e-05,0.05368185043,0.0009078979492,0.005782365799,0.004701137543,0.007810592651,0.004541873932,
104,4,2,12,271604,0.004415512085,0.005178451538,0.000321149826,0.0002017021179,0.0002038478851,6.175041199e-05,0.05356526375,0.001301050186,0.008167028427,0.005402326584,0.008965015411,0.005555391312,
105,5,2,12,271604,0.005422830582,0.005250453949,0.0002722740173,0.0002062320709,0.0001931190491,6.055831909e-05,0.05337071419,0.0008985996246,0.006626844406,0.005235671997,0.00878739357,0.004485368729,
106,6,2,12,271604,0.004371643066,0.005802631378,0.0009541511536,0.0002002716064,0.0001873970032,6.103515625e-05,0.05338478088,0.001130580902,0.005986452103,0.004536151886,0.008677005768,0.005188703537,
107,7,2,12,271604,0.003636837006,0.004869699478,0.002387046814,0.0002088546753,0.0001895427704,5.984306335e-05,0.05382919312,0.0009424686432,0.006098031998,0.004681348801,0.00833940506,0.004939556122,
108,8,2,12,271604,0.004193067551,0.005488157272,0.001794338226,0.0002288818359,0.0001938343048,6.38961792e-05,0.05325865746,0.001196861267,0.006240844727,0.005133867264,0.009665250778,0.005169868469,
109,9,2,12,271604,0.003872156143,0.004498958588,0.002977132797,0.0002236366272,0.0001893043518,6.198883057e-05,0.05331325531,0.001241445541,0.006916046143,0.005183458328,0.009382486343,0.00484418869,
110,10,2,12,271604,0.003701925278,0.005118608475,0.001132249832,0.0002024173737,0.0001895427704,5.531311035e-05,0.05344891548,0.0009741783142,0.006209373474,0.004712343216,0.008451700211,0.005875349045,
111,1,2,13,271604,0.004141807556,0.006435632706,0.001391172409,0.0002295970917,0.000189781189,5.81741333e-05,0.05330300331,0.001326799393,0.01271677017,0.00469994545,0.008486270905,0.005862236023,
112,2,2,13,271604,0.004395484924,0.006082057953,0.001508951187,0.0002360343933,0.0002036094666,6.365776062e-05,0.0536339283,0.0009734630585,0.006745815277,0.004952669144,0.00851392746,0.004961252213,
113,3,2,13,271604,0.004539251328,0.005190610886,0.001008987427,0.0002217292786,0.0001900196075,5.888938904e-05,0.05355930328,0.0009033679962,0.006304264069,0.01278686523,0.008758068085,0.004912853241,
114,4,2,13,271604,0.005177497864,0.005162477493,0.001958847046,0.0002126693726,0.0001831054688,5.93662262e-05,0.05234670639,0.002123355865,0.006465911865,0.005147457123,0.008707523346,0.004761695862,
115,5,2,13,271604,0.004506826401,0.005789756775,0.00136423111,0.0002281665802,0.0001919269562,6.008148193e-05,0.05328726768,0.001227617264,0.006195783615,0.005050182343,0.008074522018,0.005043029785,
116,6,2,13,271604,0.005238294601,0.005722284317,0.001543521881,0.0002076625824,0.000194311142,6.198883057e-05,0.05371952057,0.0009670257568,0.0061647892,0.004907131195,0.009288311005,0.004804134369,
117,7,2,13,271604,0.004293203354,0.006760835648,0.0002582073212,0.0002126693726,0.0001952648163,5.602836609e-05,0.05357646942,0.001360177994,0.006805419922,0.006036996841,0.009250402451,0.005187034607,
118,8,2,13,271604,0.003943443298,0.005032777786,0.07849979401,0.0003583431244,0.000203371048,6.794929504e-05,0.05379033089,0.0009217262268,0.006004571915,0.004489660263,0.00819683075,0.005885362625,
119,9,2,13,271604,0.004576921463,0.005025625229,0.06980705261,0.000342130661,0.0001921653748,8.487701416e-05,0.0536878109,0.0008990764618,0.009536266327,0.004929542542,0.007970809937,0.006776332855,
120,10,2,13,271604,0.004398107529,0.006568431854,0.04520320892,0.0003769397736,0.0001890659332,7.081031799e-05,0.05360293388,0.001049995422,0.006786346436,0.005358457565,0.008199691772,0.005179166794,
121,1,2,14,271604,0.004239082336,0.0060942173,0.00136089325,0.0002138614655,0.0002012252808,6.84261322e-05,0.05409359932,0.0009617805481,0.006095647812,0.004537820816,0.007769346237,0.004770517349,
122,2,2,14,271604,0.005384922028,0.005549192429,0.0002830028534,0.0002083778381,0.0001881122589,6.747245789e-05,0.05340623856,0.0009882450104,0.00647521019,0.004825353622,0.008725643158,0.005517244339,
123,3,2,14,271604,0.00426697731,0.006751775742,0.0002675056458,0.0002121925354,0.0001878738403,6.723403931e-05,0.05328536034,0.001285076141,0.006020307541,0.00551700592,0.008519172668,0.005134820938,
124,4,2,14,271604,0.003998994827,0.006305456161,0.1428954601,0.0003612041473,0.0001890659332,8.320808411e-05,0.05359220505,0.001281261444,0.005738258362,0.004592657089,0.007746219635,0.004700660706,
125,5,2,14,271604,0.004201889038,0.006030082703,0.07161164284,0.000349521637,0.0001871585846,7.510185242e-05,0.05362200737,0.001173973083,0.006333827972,0.004593849182,0.008182525635,0.004697561264,
126,6,2,14,271604,0.005388498306,0.005557060242,0.06648755074,0.0003516674042,0.0001819133759,6.38961792e-05,0.05234646797,0.002445697784,0.006470680237,0.004916191101,0.008954286575,0.005217075348,
127,7,2,14,271604,0.004952907562,0.006555080414,0.0009245872498,0.0002200603485,0.0001912117004,6.651878357e-05,0.05333423615,0.001094341278,0.00683760643,0.004957675934,0.008532762527,0.004905700684,
128,8,2,14,271604,0.004468917847,0.006642580032,0.0002102851868,0.0002207756042,0.000189781189,6.341934204e-05,0.05324840546,0.001138925552,0.006632328033,0.004866600037,0.008521556854,0.00520324707,
129,9,2,14,271604,0.003687620163,0.005203723907,0.002589225769,0.0002255439758,0.0002198219299,6.890296936e-05,0.05387687683,0.000917673111,0.006131887436,0.00511097908,0.007474899292,0.004512310028,
130,10,2,14,271604,0.004292964935,0.006070613861,0.003101825714,0.0002074241638,0.0002031326294,6.914138794e-05,0.0538854599,0.0009944438934,0.006374597549,0.004658460617,0.008225917816,0.004647016525,
131,1,2,15,271604,0.004479885101,0.005811691284,0.001103162766,0.0002307891846,0.000189781189,6.437301636e-05,0.05372333527,0.0008959770203,0.006429195404,0.00733423233,0.008167266846,0.00532412529,
132,2,2,15,271604,0.003997087479,0.006107091904,0.0006506443024,0.0002255439758,0.0001876354218,6.556510925e-05,0.05374288559,0.0009739398956,0.006337165833,0.00475692749,0.007987260818,0.0056848526,
133,3,2,15,271604,0.005077838898,0.00667142868,0.0007219314575,0.0002207756042,0.0001878738403,6.723403931e-05,0.05332064629,0.001500606537,0.006096839905,0.00674533844,0.008429765701,0.005030155182,
134,4,2,15,271604,0.006064653397,0.005051374435,0.005276679993,0.0002303123474,0.0001878738403,6.461143494e-05,0.05364537239,0.001128673553,0.005752801895,0.005375623703,0.008642435074,0.006798028946,
