Index,N.Processes,N.Threads,N.Characters,Read File,Parse Header,Parse Huffman Tree,Parse Block Lengths,Calculate Block Range,Decode Single Text,Merge Decoded Texts,
93,6,12,0,0.002072811127,9.918212891e-05,6.699562073e-05,0.0001659393311,1.788139343e-05,0.007503986359,0.03608322144,
94,6,13,0,0.002807617188,8.988380432e-05,6.818771362e-05,0.000180721283,1.59740448e-05,0.007530450821,0.04479837418,
95,6,14,0,0.003422498703,8.296966553e-05,6.008148193e-05,0.0001473426819,1.621246338e-05,0.007489204407,0.05784964561,
96,6,15,0,0.003824472427,7.629394531e-05,2.264976501e-05,5.483627319e-05,5.960464478e-06,0.007123947144,0.06766557693,
97,6,16,0,0.004025936127,8.821487427e-05,6.794929504e-05,0.0001766681671,1.454353333e-05,0.007280826569,0.04813337326,
98,7,1,0,0.00350022316,4.315376282e-05,2.479553223e-05,5.578994751e-05,5.960464478e-06,0.006106376648,0.09028673172,
99,7,2,0,0.003145933151,9.346008301e-05,6.318092346e-05,0.0001451969147,5.24520874e-06,0.00616145134,0.1024165154,
100,7,3,0,0.003442764282,4.982948303e-05,2.098083496e-05,4.887580872e-05,1.215934753e-05,0.00598859787,0.06854391098,
101,7,4,0,0.004012107849,4.553794861e-05,2.574920654e-05,6.532669067e-05,6.198883057e-06,0.006232976913,0.08094739914,
102,7,5,0,0.00333237648,9.13143158e-05,4.053115845e-05,0.0001018047333,8.106231689e-06,0.006026506424,0.1068646908,
103,7,6,0,0.005127191544,5.650520325e-05,2.431869507e-05,6.079673767e-05,6.437301636e-06,0.006248235703,0.1976025105,
104,7,7,0,0.005353927612,8.773803711e-05,6.103515625e-05,0.0001242160797,1.525878906e-05,0.006291627884,0.005665302277,
105,7,8,0,0.003672599792,5.674362183e-05,2.336502075e-05,5.125999451e-05,5.722045898e-06,0.006103515625,0.08473968506,
106,7,9,0,0.003487825394,8.4400177e-05,6.079673767e-05,0.0001256465912,1.525878906e-05,0.006741762161,0.07992839813,
107,7,10,0,0.003709554672,0.0001037120819,6.27040863e-05,0.0001418590546,1.645088196e-05,0.006457090378,0.07467603683,
108,7,11,0,0.004037380219,0.0001029968262,6.866455078e-05,0.0001626014709,1.692771912e-05,0.006324768066,0.08541035652,
109,7,12,0,0.003777742386,8.916854858e-05,6.151199341e-05,0.0001261234283,1.47819519e-05,0.006803750992,0.1173856258,
110,7,13,0,0.004644155502,8.368492126e-05,6.031990051e-05,0.000125169754,1.502037048e-05,0.006649971008,0.02208900452,
111,7,14,0,0.003278970718,0.0001044273376,6.699562073e-05,0.000141620636,6.198883057e-06,0.006275177002,0.08505892754,
112,7,15,0,0.005403995514,5.221366882e-05,2.598762512e-05,6.890296936e-05,6.675720215e-06,0.006311655045,0.09738612175,
113,7,16,0,0.00422000885,6.38961792e-05,3.266334534e-05,5.960464478e-05,6.198883057e-06,0.0061211586,0.05950951576,
114,8,1,0,0.004163265228,9.918212891e-05,6.866455078e-05,0.0001714229584,1.502037048e-05,0.005827188492,0.1431450844,
115,8,2,0,0.004323482513,0.0001039505005,6.175041199e-05,0.0001096725464,6.437301636e-06,0.005759239197,0.06259918213,
116,8,3,0,0.003940105438,4.291534424e-05,2.598762512e-05,9.679794312e-05,5.722045898e-06,0.005784273148,0.1263289452,
117,8,4,0,0.004120826721,8.821487427e-05,6.055831909e-05,0.0001692771912,1.549720764e-05,0.005611419678,0.07537126541,
118,8,5,0,0.004063606262,8.535385132e-05,6.461143494e-05,0.0001723766327,2.16960907e-05,0.005367040634,0.1184844971,
119,8,6,0,0.00355052948,4.22000885e-05,2.384185791e-05,5.459785461e-05,6.198883057e-06,0.005474567413,0.141201973,
120,8,7,0,0.002003908157,3.981590271e-05,2.288818359e-05,5.125999451e-05,5.960464478e-06,0.005799770355,0.1621546745,
121,8,8,0,0.002175092697,5.793571472e-05,2.312660217e-05,5.173683167e-05,5.722045898e-06,0.005353927612,0.1625871658,
122,8,9,0,0.004560709,0.0001044273376,6.294250488e-05,0.0001430511475,1.573562622e-05,0.006143808365,0.1212756634,
123,8,10,0,0.004660367966,0.0001032352448,6.175041199e-05,0.0001618862152,6.437301636e-06,0.005373001099,0.1692242622,
124,8,11,0,0.004839897156,8.845329285e-05,6.031990051e-05,0.0001227855682,5.960464478e-06,0.005360603333,0.07073950768,
125,8,12,0,0.001889944077,9.059906006e-05,6.079673767e-05,0.0001239776611,1.454353333e-05,0.005690097809,0.07501387596,
126,8,13,0,0.004687786102,4.768371582e-05,2.408027649e-05,7.271766663e-05,6.198883057e-06,0.005486726761,0.1194624901,
127,8,14,0,0.004039764404,9.822845459e-05,6.103515625e-05,0.000173330307,1.573562622e-05,0.005449295044,0.2091927528,
128,8,15,0,0.004416704178,8.797645569e-05,7.581710815e-05,0.0001282691956,1.549720764e-05,0.005557060242,0.1061418056,
129,8,16,0,0.005082607269,0.0001013278961,6.222724915e-05,0.0001885890961,1.668930054e-05,0.005502223969,0.01634764671,
130,9,1,0,0.003722906113,8.225440979e-05,6.031990051e-05,0.0001618862152,5.960464478e-06,0.004764556885,0.1390423775,
131,9,2,0,0.002221345901,5.24520874e-05,2.264976501e-05,5.745887756e-05,5.722045898e-06,0.005143404007,0.1032540798,
132,9,3,0,0.00417637825,5.745887756e-05,2.264976501e-05,5.173683167e-05,5.722045898e-06,0.004969596863,0.1044943333,
133,9,4,0,0.003384828568,0.0001087188721,6.532669067e-05,0.000120639801,6.437301636e-06,0.004956007004,0.1177852154,
134,9,5,0,0.003617763519,0.0001018047333,2.264976501e-05,4.959106445e-05,5.722045898e-06,0.005044221878,0.1718945503,
135,9,6,0,0.004238605499,7.104873657e-05,2.408027649e-05,6.055831909e-05,5.960464478e-06,0.005005121231,0.1792840958,
136,9,7,0,0.004723548889,4.33921814e-05,2.217292786e-05,4.863739014e-05,5.722045898e-06,0.005021810532,0.09466099739,
137,9,8,0,0.00204205513,8.606910706e-05,6.127357483e-05,0.0001294612885,1.502037048e-05,0.005278587341,0.09540462494,
138,9,9,0,0.004239320755,7.295608521e-05,2.193450928e-05,9.608268738e-05,8.583068848e-06,0.004691123962,0.1633136272,
139,9,10,0,0.003062486649,0.0001072883606,6.651878357e-05,0.0001394748688,1.549720764e-05,0.005028963089,0.1565577984,
140,9,11,0,0.004373788834,8.797645569e-05,6.031990051e-05,0.0001237392426,1.502037048e-05,0.004952669144,0.1437349319,
141,9,12,0,0.002886772156,4.577636719e-05,2.503395081e-05,5.221366882e-05,9.059906006e-06,0.00488948822,0.1075181961,
142,9,13,0,0.003109455109,4.196166992e-05,2.455711365e-05,4.863739014e-05,6.198883057e-06,0.004972696304,0.09915137291,
143,9,14,0,0.005292415619,0.0001051425934,6.437301636e-05,0.000195980072,2.717971802e-05,0.004685878754,0.2139937878,
144,9,15,0,0.003895759583,8.702278137e-05,5.960464478e-05,0.0001385211945,1.621246338e-05,0.005021333694,0.1813204288,
145,9,16,0,0.005308151245,7.5340271e-05,4.243850708e-05,6.127357483e-05,6.437301636e-06,0.005158901215,0.05482196808,
146,10,1,0,0.004989385605,0.0001091957092,4.410743713e-05,6.008148193e-05,6.198883057e-06,0.004543542862,0.06746172905,
147,10,2,0,0.005808591843,5.221366882e-05,2.408027649e-05,6.055831909e-05,6.675720215e-06,0.004619598389,0.06101250648,
148,10,3,0,0.00519323349,0.0001134872437,6.175041199e-05,0.0001263618469,6.198883057e-06,0.004589319229,0.1654338837,
149,10,4,0,0.004156112671,4.196166992e-05,2.241134644e-05,5.054473877e-05,6.198883057e-06,0.004454135895,0.1447198391,
150,10,5,0,0.00507569313,8.964538574e-05,6.675720215e-05,0.0001254081726,1.525878906e-05,0.004918813705,0.109074831,
151,10,6,0,0.005779266357,9.417533875e-05,6.055831909e-05,6.794929504e-05,5.722045898e-06,0.004426002502,0.139477253,
152,10,7,0,0.002632856369,4.744529724e-05,2.336502075e-05,5.388259888e-05,5.722045898e-06,0.004645109177,0.01233839989,
153,10,8,0,0.002831935883,4.386901855e-05,2.336502075e-05,8.153915405e-05,6.198883057e-06,0.004686355591,0.1808149815,
154,10,9,0,0.002665519714,4.458427429e-05,2.288818359e-05,5.578994751e-05,5.722045898e-06,0.004596233368,0.1828317642,
155,10,10,0,0.006316423416,0.0001039505005,6.318092346e-05,0.0001635551453,1.788139343e-05,0.004569768906,0.06216788292,
156,10,11,0,0.005583763123,0.000105381012,6.222724915e-05,0.0001437664032,1.573562622e-05,0.004811286926,0.1218824387,
157,10,12,0,0.005089521408,0.0001068115234,6.318092346e-05,0.0001502037048,1.668930054e-05,0.004882574081,0.0732152462,
158,10,13,0,0.006120443344,5.459785461e-05,2.646446228e-05,6.127357483e-05,6.437301636e-06,0.00461769104,0.007589578629,
159,10,14,0,0.004693031311,0.0001122951508,6.651878357e-05,0.0001430511475,1.573562622e-05,0.004346132278,0.1620578766,
160,10,15,0,0.005451440811,5.054473877e-05,2.455711365e-05,6.008148193e-05,6.437301636e-06,0.00456738472,0.1090450287,
161,10,16,0,0.003225326538,0.0001077651978,6.628036499e-05,6.246566772e-05,6.437301636e-06,0.004539012909,0.04729580879,
162,11,1,0,0.005483865738,5.054473877e-05,2.431869507e-05,5.912780762e-05,6.437301636e-06,0.004127979279,0.1575756073,
163,11,2,0,0.004729032516,5.793571472e-05,2.431869507e-05,5.102157593e-05,1.358985901e-05,0.004063844681,0.7461764812,
164,11,3,0,0.004970312119,5.221366882e-05,2.62260437e-05,6.151199341e-05,6.198883057e-06,0.004252672195,0.6804718971,
165,11,4,0,0.005300521851,8.916854858e-05,6.175041199e-05,9.942054749e-05,5.722045898e-06,0.003950595856,0.542809248,
166,11,5,0,0.004679918289,8.320808411e-05,6.198883057e-05,0.0001730918884,1.549720764e-05,0.004209756851,0.8190052509,
167,11,6,0,0.003524303436,4.005432129e-05,2.336502075e-05,5.722045898e-05,5.722045898e-06,0.00413608551,0.7014405727,
168,11,7,0,0.003176212311,0.0001199245453,6.461143494e-05,0.0001454353333,1.59740448e-05,0.004329204559,0.1461925507,
169,11,8,0,0.004462003708,9.679794312e-05,6.079673767e-05,0.0001344680786,1.525878906e-05,0.004545927048,0.5021626949,
170,11,9,0,0.005133867264,0.0001063346863,6.222724915e-05,0.0001561641693,1.621246338e-05,0.004274368286,0.4979860783,
171,11,10,0,0.01743006706,0.0001075267792,6.198883057e-05,0.0001909732819,6.437301636e-06,0.003890752792,0.6422030926,
172,11,11,0,0.002904415131,6.818771362e-05,2.527236938e-05,6.580352783e-05,6.675720215e-06,0.004148006439,0.7761824131,
173,11,12,0,0.005560398102,9.58442688e-05,6.175041199e-05,0.0001749992371,1.502037048e-05,0.004040241241,0.4785585403,
174,11,13,0,0.004219532013,5.626678467e-05,2.455711365e-05,6.27040863e-05,6.675720215e-06,0.004234075546,0.611342907,
175,11,14,0,0.005884885788,0.0001087188721,2.503395081e-05,5.650520325e-05,6.914138794e-06,0.003952980042,0.4847819805,
176,11,15,0,0.005159854889,4.696846008e-05,2.288818359e-05,5.388259888e-05,5.722045898e-06,0.004130601883,0.1464850903,
177,11,16,0,0.005180597305,8.726119995e-05,6.008148193e-05,0.0001804828644,1.525878906e-05,0.003958702087,0.5085923672,
178,12,1,0,0.005969047546,0.0001010894775,6.175041199e-05,0.0001616477966,1.668930054e-05,0.003975152969,0.7935893536,
179,12,2,0,0.004077911377,4.601478577e-05,2.360343933e-05,5.602836609e-05,5.483627319e-06,0.003748893738,0.5227704048,
180,12,3,0,0.005362272263,4.982948303e-05,2.455711365e-05,7.86781311e-05,7.390975952e-06,0.003958463669,0.5145246983,
181,12,4,0,0.003787994385,5.960464478e-05,2.384185791e-05,7.86781311e-05,7.152557373e-06,0.00395488739,0.5513551235,
182,12,5,0,0.003968715668,0.0001158714294,6.532669067e-05,0.0001428127289,1.525878906e-05,0.004351854324,0.5844447613,
183,12,6,0,0.00279712677,0.0001049041748,6.079673767e-05,0.000128030777,1.502037048e-05,0.003713846207,0.4242594242,
184,12,7,0,0.005044698715,5.269050598e-05,2.503395081e-05,0.0001080036163,7.390975952e-06,0.003801107407,0.6833703518,
185,12,8,0,0.005587816238,0.0001249313354,6.365776062e-05,0.0001890659332,1.549720764e-05,0.00390124321,0.6021006107,
186,12,9,0,0.004588127136,4.482269287e-05,2.384185791e-05,5.292892456e-05,5.960464478e-06,0.003720283508,0.5762503147,
187,12,10,0,0.006926059723,0.0001072883606,6.222724915e-05,0.000156879425,6.437301636e-06,0.003700256348,0.1922597885,
188,12,11,0,0.003221511841,4.434585571e-05,2.336502075e-05,5.722045898e-05,5.722045898e-06,0.003871917725,0.09105968475,
189,12,12,0,0.002207279205,4.386901855e-05,2.431869507e-05,0.0001237392426,6.198883057e-06,0.003901481628,0.5757777691,
190,12,13,0,0.007332801819,9.560585022e-05,6.890296936e-05,0.0001783370972,1.573562622e-05,0.004028558731,0.09382891655,
191,12,14,0,0.005584955215,0.0001080036163,6.198883057e-05,0.0001425743103,1.621246338e-05,0.004134654999,0.1308119297,
192,12,15,0,0.005301952362,4.887580872e-05,2.694129944e-05,5.197525024e-05,5.960464478e-06,0.003816843033,1.021750212,
193,12,16,0,0.005694627762,4.410743713e-05,2.431869507e-05,4.959106445e-05,5.722045898e-06,0.00387597084,0.8879790306,
194,13,1,0,0.007911920547,5.221366882e-05,2.717971802e-05,6.151199341e-05,6.437301636e-06,0.003665685654,0.2290921211,
195,13,2,0,0.005910873413,6.27040863e-05,2.980232239e-05,6.151199341e-05,6.198883057e-06,0.003524065018,0.3052575588,
196,13,3,0,0.006259202957,0.0001060962677,6.508827209e-05,0.000186920166,7.629394531e-06,0.003337621689,0.4486358166,
197,13,4,0,0.006545066833,4.315376282e-05,2.288818359e-05,7.152557373e-05,5.960464478e-06,0.003635883331,0.4750101566,
198,13,5,0,0.0044028759,8.940696716e-05,6.747245789e-05,0.0001783370972,1.59740448e-05,0.00362944603,0.3367571831,
199,13,6,0,0.002100229263,0.0001060962677,6.484985352e-05,6.175041199e-05,6.437301636e-06,0.003542900085,0.5694909096,
200,13,7,0,0.005982637405,4.410743713e-05,3.004074097e-05,5.459785461e-05,5.483627319e-06,0.00350022316,0.6033649445,
201,13,8,0,0.004731655121,0.0001041889191,6.127357483e-05,9.989738464e-05,6.198883057e-06,0.003419160843,0.4474146366,
202,13,9,0,0.00533080101,9.107589722e-05,4.911422729e-05,9.942054749e-05,5.960464478e-06,0.003502368927,0.4763593674,
203,13,10,0,0.00700712204,5.221366882e-05,2.62260437e-05,6.079673767e-05,6.437301636e-06,0.003502845764,0.3975543976,
204,13,11,0,0.005473136902,0.0001051425934,8.463859558e-05,0.0001366138458,6.437301636e-06,0.003613948822,0.5625123978,
205,13,12,0,0.006335496902,4.649162292e-05,2.360343933e-05,6.103515625e-05,6.198883057e-06,0.003445625305,0.5049762726,
206,13,13,0,0.06953001022,0.0001282691956,6.27040863e-05,0.000137090683,6.437301636e-06,0.003498792648,0.3837323189,
207,13,14,0,0.01007223129,5.24520874e-05,2.431869507e-05,6.556510925e-05,6.437301636e-06,0.003545761108,0.6720650196,
208,13,15,0,0.005685329437,5.149841309e-05,2.479553223e-05,8.153915405e-05,6.675720215e-06,0.003582239151,0.5499682426,
209,13,16,0,0.007299900055,4.553794861e-05,2.431869507e-05,5.698204041e-05,5.722045898e-06,0.003492355347,0.641326189,
210,14,1,0,0.007273674011,4.911422729e-05,2.455711365e-05,6.532669067e-05,6.198883057e-06,0.00325012207,0.5964901447,
211,14,2,0,0.005033493042,5.102157593e-05,2.598762512e-05,5.650520325e-05,6.198883057e-06,0.003266334534,0.6547262669,
212,14,3,0,0.007200241089,8.869171143e-05,5.602836609e-05,9.894371033e-05,7.152557373e-06,0.003005504608,0.6106567383,
213,14,4,0,0.006257295609,0.0001292228699,6.294250488e-05,0.0001385211945,1.645088196e-05,0.00353717804,0.5612063408,
214,14,5,0,0.003108978271,5.269050598e-05,2.837181091e-05,5.93662262e-05,5.722045898e-06,0.003291130066,0.6066660881,
215,14,6,0,0.0040538311,0.0001153945923,6.413459778e-05,0.0001449584961,1.645088196e-05,0.003320455551,0.2063677311,
216,14,7,0,0.007464408875,0.0001068115234,6.246566772e-05,0.0001423358917,1.549720764e-05,0.003335237503,0.1153693199,
217,14,8,0,0.007022857666,4.911422729e-05,2.431869507e-05,5.793571472e-05,6.437301636e-06,0.003247499466,0.1499047279,
218,14,9,0,0.005743741989,4.887580872e-05,2.503395081e-05,5.841255188e-05,6.437301636e-06,0.003242254257,0.3186240196,
219,14,10,0,0.006361246109,0.0001087188721,6.27040863e-05,0.000156879425,1.692771912e-05,0.003851413727,0.8288054466,
220,14,11,0,0.005854606628,0.0001127719879,6.38961792e-05,0.0001440048218,1.621246338e-05,0.003450155258,0.2851941586,
221,14,12,0,0.006294727325,9.703636169e-05,6.818771362e-05,0.0001399517059,1.645088196e-05,0.003273010254,0.1406414509,
222,14,13,0,0.002753734589,9.274482727e-05,6.175041199e-05,9.679794312e-05,5.722045898e-06,0.003258466721,0.790184021,
223,14,14,0,0.007144212723,4.982948303e-05,2.360343933e-05,6.175041199e-05,6.198883057e-06,0.003235578537,0.7547328472,
224,14,15,0,0.009064674377,0.0001022815704,6.27040863e-05,0.0001935958862,7.390975952e-06,0.003036022186,0.3898642063,
225,14,16,0,0.006967306137,0.0001106262207,6.604194641e-05,0.0001399517059,1.549720764e-05,0.003457784653,0.4646129608,
226,15,2,0,0.006228923798,0.0001041889191,7.247924805e-05,5.912780762e-05,5.960464478e-06,0.003030776978,0.545691967,
227,15,3,0,0.005545377731,5.054473877e-05,2.551078796e-05,6.437301636e-05,6.914138794e-06,0.003153324127,0.5253059864,
228,15,4,0,0.003525972366,0.0001060962677,6.175041199e-05,0.0001463890076,1.71661377e-05,0.003216981888,0.6286966801,
229,15,5,0,0.01282262802,5.221366882e-05,2.598762512e-05,5.769729614e-05,6.437301636e-06,0.003052949905,0.5265390873,
230,15,6,0,0.006799936295,4.267692566e-05,4.076957703e-05,0.000107049942,6.198883057e-06,0.002918958664,0.5141904354,
231,15,7,0,0.007487535477,5.102157593e-05,2.789497375e-05,5.745887756e-05,6.675720215e-06,0.003048658371,0.4625315666,
232,15,8,0,0.009312391281,5.054473877e-05,2.503395081e-05,6.318092346e-05,6.437301636e-06,0.003080368042,0.5380909443,
233,15,9,0,0.006814241409,4.744529724e-05,2.884864807e-05,5.555152893e-05,6.198883057e-06,0.003189325333,0.7055661678,
234,15,10,0,0.003378629684,0.0001068115234,6.198883057e-05,0.0001559257507,1.525878906e-05,0.003379821777,0.5441076756,
235,15,11,0,0.004616498947,9.250640869e-05,6.222724915e-05,0.00017619133,1.645088196e-05,0.002932310104,0.4784796238,
236,15,12,0,0.004459619522,0.0001065731049,6.628036499e-05,0.0001420974731,1.59740448e-05,0.003337144852,0.486764431,
237,15,13,0,0.0021443367,8.797645569e-05,6.031990051e-05,0.0001273155212,1.47819519e-05,0.003270626068,0.9162766933,
238,15,14,0,0.005232334137,0.0001063346863,8.964538574e-05,0.0001525878906,1.645088196e-05,0.003134250641,0.6519370079,
239,15,15,0,0.008147001266,0.0001044273376,6.747245789e-05,0.000150680542,6.675720215e-06,0.00292801857,0.7246742249,
240,15,16,0,0.004241943359,9.107589722e-05,6.103515625e-05,0.0001275539398,2.574920654e-05,0.003097057343,0.3902134895,
241,16,1,0,0.006893634796,4.410743713e-05,2.574920654e-05,5.769729614e-05,5.960464478e-06,0.002752780914,0.316215992,
242,16,2,0,0.003568172455,4.172325134e-05,2.336502075e-05,5.841255188e-05,5.722045898e-06,0.002859830856,0.5533163548,
243,16,3,0,0.006503582001,0.0001075267792,6.604194641e-05,0.0001685619354,1.740455627e-05,0.003117799759,0.4207701683,
244,16,4,0,0.006453037262,4.553794861e-05,2.288818359e-05,5.769729614e-05,5.722045898e-06,0.002859115601,0.5371108055,
245,16,5,0,0.006142854691,5.197525024e-05,2.74181366e-05,6.055831909e-05,6.914138794e-06,0.00297164917,0.09153532982,
246,16,6,0,0.09662175179,0.0001137256622,6.27040863e-05,0.0001616477966,1.692771912e-05,0.003194570541,0.04907846451,
247,16,7,0,0.007633924484,0.000107049942,6.27040863e-05,0.0001447200775,1.645088196e-05,0.003178834915,0.1626756191,
248,16,8,0,0.003940105438,5.81741333e-05,2.288818359e-05,5.149841309e-05,5.960464478e-06,0.002812385559,0.6282651424,
249,16,9,0,0.006815910339,0.0001113414764,6.675720215e-05,0.000189781189,1.59740448e-05,0.003077507019,0.5651128292,
250,16,10,0,0.006558656693,0.0001018047333,6.318092346e-05,7.915496826e-05,6.437301636e-06,0.002962589264,0.1813936234,
251,16,11,0,0.007963657379,0.0001027584076,6.341934204e-05,0.0001900196075,1.621246338e-05,0.002753257751,0.07495188713,
252,16,12,0,0.002932071686,9.942054749e-05,2.241134644e-05,8.940696716e-05,5.483627319e-06,0.002698421478,0.136256218,
253,16,13,0,0.006281137466,8.845329285e-05,6.794929504e-05,4.959106445e-05,5.722045898e-06,0.002822875977,0.4806969166,
254,16,14,0,0.006474256516,4.363059998e-05,2.455711365e-05,6.198883057e-05,5.960464478e-06,0.002857446671,0.7289936543,
255,16,15,0,0.00371837616,4.720687866e-05,2.336502075e-05,0.0003170967102,6.914138794e-06,0.002968549728,0.8079469204,
256,16,16,0,0.003180742264,5.531311035e-05,2.527236938e-05,5.388259888e-05,5.960464478e-06,0.002936601639,0.6389200687,
257,1,1,0,0.00235247612,9.179115295e-05,6.246566772e-05,0.0001764297485,6.437301636e-06,0.03925204277,0.00297665596,
258,1,2,0,0.001994371414,8.249282837e-05,6.461143494e-05,0.0001814365387,1.549720764e-05,0.03957915306,0.003217458725,
259,1,3,0,0.002111911774,8.630752563e-05,4.482269287e-05,9.46521759e-05,7.152557373e-06,0.03925943375,0.002918958664,
260,1,4,0,0.002134799957,0.0001020431519,6.365776062e-05,0.0001771450043,1.573562622e-05,0.03944945335,0.003558397293,
261,1,5,0,0.004602432251,9.155273438e-05,6.175041199e-05,0.0001916885376,1.525878906e-05,0.03957128525,0.003289699554,
262,1,6,0,0.001857757568,0.0001072883606,6.198883057e-05,0.0001182556152,6.437301636e-06,0.03910827637,0.002943754196,
263,1,7,0,0.001993656158,8.368492126e-05,6.103515625e-05,0.0001771450043,1.645088196e-05,0.03955125809,0.002987623215,
264,1,8,0,0.001933574677,7.9870224e-05,6.461143494e-05,0.000173330307,1.549720764e-05,0.03970527649,0.003403663635,
265,1,9,0,0.002287387848,8.797645569e-05,6.437301636e-05,0.0001711845398,1.454353333e-05,0.03951120377,0.003105401993,
266,1,10,0,0.001883506775,8.654594421e-05,6.818771362e-05,0.0001471042633,1.573562622e-05,0.03950333595,0.003168582916,
267,1,11,0,0.002149343491,8.416175842e-05,6.437301636e-05,0.000116109848,6.914138794e-06,0.03920483589,0.002882480621,
268,1,12,0,0.001937866211,8.55922699e-05,6.055831909e-05,0.0001749992371,1.47819519e-05,0.03912734985,0.003269195557,
269,1,13,0,0.002281904221,8.034706116e-05,6.294250488e-05,0.0001769065857,1.59740448e-05,0.03947043419,0.003127813339,
270,1,14,0,0.001954317093,8.726119995e-05,6.508827209e-05,0.0001728534698,1.502037048e-05,0.03969311714,0.003101110458,
271,1,15,0,0.001858711243,8.845329285e-05,2.503395081e-05,9.846687317e-05,6.198883057e-06,0.03938913345,0.002850055695,
272,1,16,0,0.002015352249,9.13143158e-05,6.38961792e-05,0.0001721382141,1.502037048e-05,0.03966474533,0.002903461456,
273,2,1,0,0.00254535675,8.034706116e-05,5.960464478e-05,0.0001792907715,6.914138794e-06,0.02051377296,0.08219242096,
274,2,2,0,0.002177476883,5.078315735e-05,2.431869507e-05,7.581710815e-05,6.437301636e-06,0.02071595192,0.1297254562,
275,2,3,0,0.002035617828,8.273124695e-05,6.365776062e-05,0.0001759529114,1.549720764e-05,0.02068114281,0.06992077827,
276,2,4,0,0.001910209656,8.773803711e-05,6.890296936e-05,4.959106445e-05,5.722045898e-06,0.02048516273,0.1352276802,
277,2,5,0,0.002623796463,8.630752563e-05,5.984306335e-05,0.0001757144928,1.59740448e-05,0.02096414566,0.08862185478,
278,2,6,0,0.003086805344,8.463859558e-05,6.031990051e-05,0.0001795291901,1.59740448e-05,0.02054286003,0.01002454758,
279,2,7,0,0.00200176239,0.000114440918,6.461143494e-05,0.0001945495605,1.645088196e-05,0.021037817,0.05908823013,
280,2,8,0,0.00381565094,7.653236389e-05,6.818771362e-05,0.0001440048218,6.675720215e-06,0.02033686638,0.006467580795,
281,2,9,0,0.0023188591,8.296966553e-05,6.008148193e-05,0.0001754760742,1.668930054e-05,0.02075648308,0.009548664093,
282,2,10,0,0.002290725708,8.344650269e-05,7.128715515e-05,0.0001754760742,1.549720764e-05,0.02059698105,0.1298029423,
283,2,11,0,0.002257823944,8.4400177e-05,6.198883057e-05,0.0001730918884,1.525878906e-05,0.02088785172,0.006857872009,
284,2,12,0,0.002238035202,0.0001120567322,4.887580872e-05,0.0001397132874,6.675720215e-06,0.0205848217,0.006707668304,
285,2,13,0,0.002013206482,8.988380432e-05,6.151199341e-05,0.0001101493835,5.960464478e-06,0.02060747147,0.0862467289,
286,2,14,0,0.001965761185,8.630752563e-05,4.291534424e-05,6.628036499e-05,5.722045898e-06,0.02050638199,0.07072877884,
287,2,15,0,0.002526283264,8.082389832e-05,6.38961792e-05,0.0001738071442,1.573562622e-05,0.02042269707,0.03693413734,
288,2,16,0,0.003329515457,0.0001049041748,6.27040863e-05,0.0002059936523,1.668930054e-05,0.02070832253,0.05500197411,
289,3,1,0,0.002119779587,8.55922699e-05,5.960464478e-05,0.0001749992371,1.621246338e-05,0.01435852051,0.0943236351,
290,3,2,0,0.002543449402,8.916854858e-05,6.246566772e-05,0.0001277923584,1.525878906e-05,0.0141415596,0.1045126915,
291,3,3,0,0.002873182297,8.702278137e-05,6.246566772e-05,0.0001747608185,1.502037048e-05,0.01441502571,0.005025863647,
292,3,4,0,0.002428531647,8.964538574e-05,6.079673767e-05,0.0001747608185,1.525878906e-05,0.01429271698,0.03931593895,
293,3,5,0,0.002424716949,9.13143158e-05,6.031990051e-05,9.01222229e-05,5.24520874e-06,0.01407337189,0.1278111935,
294,3,6,0,0.002021789551,3.933906555e-05,2.217292786e-05,4.696846008e-05,5.483627319e-06,0.01401424408,0.1356048584,
295,3,7,0,0.002357959747,3.981590271e-05,2.574920654e-05,0.0001077651978,5.722045898e-06,0.01438522339,0.08963537216,
296,3,8,0,0.002030849457,8.797645569e-05,6.008148193e-05,0.0001246929169,1.454353333e-05,0.01438498497,0.06778860092,
297,3,9,0,0.002344608307,0.0001075267792,6.198883057e-05,0.0001330375671,6.437301636e-06,0.01400065422,0.05842065811,
298,3,10,0,0.002430915833,8.177757263e-05,4.935264587e-05,9.918212891e-05,5.483627319e-06,0.01421546936,0.09345340729,
299,3,11,0,0.002660274506,9.250640869e-05,6.222724915e-05,0.0001330375671,1.525878906e-05,0.01439666748,0.006358385086,
300,3,12,0,0.00296330452,0.0001020431519,6.079673767e-05,0.0001273155212,1.525878906e-05,0.01423335075,0.08222174644,
301,3,13,0,0.003271818161,9.107589722e-05,6.294250488e-05,0.0001256465912,2.026557922e-05,0.01416778564,0.08919787407,
302,3,14,0,0.002150774002,5.602836609e-05,2.241134644e-05,5.292892456e-05,5.722045898e-06,0.01406860352,0.1747083664,
303,3,15,0,0.0025806427,8.273124695e-05,6.151199341e-05,0.0001730918884,1.525878906e-05,0.014087677,0.07951545715,
304,3,16,0,0.00200510025,8.130073547e-05,6.008148193e-05,0.0001776218414,1.573562622e-05,0.01435852051,0.08022499084,
305,4,1,0,0.003843784332,8.153915405e-05,5.960464478e-05,0.0001485347748,6.437301636e-06,0.01047372818,0.129796505,
306,4,2,0,0.003196954727,7.057189941e-05,3.790855408e-05,5.149841309e-05,5.722045898e-06,0.01056933403,0.005184412003,
