1,Single Process,0.111162,57268 chars
1,4 Processes,0.104491,14317 chars
2,8 Processes,0.064358,7158 chars
3,16 Processes,0.063698,3579 chars
4,32 Processes,0.073486,1789 chars
5,64 Processes,0.154101,894 chars
6,2 Processes,0.062815,28635 chars
