0,Time elapsed,0.008146
1,Time elapsed,0.010259
2,Time elapsed,0.009537
3,Time elapsed,0.008751
4,Time elapsed,0.010786
5,Time elapsed,0.015057
6,Time elapsed,0.009198
7,Time elapsed,0.013476
8,Time elapsed,0.015363
9,Time elapsed,0.011813
10,Time elapsed,0.008831
11,Time elapsed,0.008909
12,Time elapsed,0.008168
13,Time elapsed,0.009209
14,Time elapsed,0.011254
15,Time elapsed,0.018266
16,Time elapsed,0.009750
17,Time elapsed,0.007871
18,Time elapsed,0.041803
19,Time elapsed,0.004551
20,Time elapsed,0.007683
21,Time elapsed,0.005112
22,Time elapsed,0.009812
23,Time elapsed,0.007053
24,Time elapsed,0.007736
25,Time elapsed,0.009266
26,Time elapsed,0.006721
27,Time elapsed,0.007959
28,Time elapsed,0.007443
29,Time elapsed,0.040734
30,Time elapsed,0.061646
31,Time elapsed,0.015469
32,Time elapsed,0.012722
33,Time elapsed,0.012408
34,Time elapsed,0.015367
35,Time elapsed,0.013788
36,Time elapsed,0.006239
37,Time elapsed,0.005793
38,Time elapsed,0.011127
39,Time elapsed,0.008127
40,Time elapsed,0.009412
41,Time elapsed,0.007356
42,Time elapsed,0.019700
43,Time elapsed,0.013134
44,Time elapsed,0.009694
45,Time elapsed,0.044151
46,Time elapsed,0.013986
47,Time elapsed,0.007909
48,Time elapsed,0.009907
49,Time elapsed,0.071171
50,Time elapsed,0.011200
51,Time elapsed,0.032015
52,Time elapsed,0.007007
53,Time elapsed,0.011333
54,Time elapsed,0.011439
55,Time elapsed,0.010336
56,Time elapsed,0.020652
57,Time elapsed,0.005739
58,Time elapsed,0.013069
59,Time elapsed,0.012215
60,Time elapsed,0.009220
61,Time elapsed,0.013915
62,Time elapsed,0.021046
63,Time elapsed,0.010331
64,Time elapsed,0.006763
65,Time elapsed,0.009953
66,Time elapsed,0.016129
67,Time elapsed,0.007701
68,Time elapsed,0.021995
69,Time elapsed,0.182022
70,Time elapsed,0.111097
71,Time elapsed,0.108710
72,Time elapsed,0.153936
73,Time elapsed,0.118742
74,Time elapsed,0.116472
75,Time elapsed,0.102751
76,Time elapsed,0.110833
77,Time elapsed,0.093989
78,Time elapsed,0.141087
79,Time elapsed,0.108154
80,Time elapsed,0.013449
81,Time elapsed,0.013027
82,Time elapsed,0.089009
83,Time elapsed,0.008409
84,Time elapsed,0.008170
85,Time elapsed,0.007861
86,Time elapsed,0.138001
87,Time elapsed,0.074355
88,Time elapsed,0.048511
89,Time elapsed,0.048729
90,Time elapsed,0.055227
91,Time elapsed,0.045543
92,Time elapsed,0.058779
93,Time elapsed,0.049312
94,Time elapsed,0.050576
95,Time elapsed,0.417854
96,Time elapsed,0.047884
97,Time elapsed,0.566966
98,Time elapsed,0.086440
99,Time elapsed,0.120155
100,Time elapsed,0.056059
101,Time elapsed,0.056095
102,Time elapsed,0.057510
103,Time elapsed,0.153330
104,Time elapsed,0.048653
105,Time elapsed,0.047553
106,Time elapsed,0.997214
107,Time elapsed,0.066670
108,Time elapsed,0.053087
109,Time elapsed,0.063322
110,Time elapsed,0.060037
111,Time elapsed,0.054793
112,Time elapsed,0.054473
113,Time elapsed,0.049171
114,Time elapsed,0.059989
115,Time elapsed,0.053483
116,Time elapsed,0.057912
117,Time elapsed,0.068701
118,Time elapsed,0.068985
